uid,Page_view,Like_count,Number_of_authors_viewed,Number_of_viewed_works,Average_duration_of_viewing_works,Number_of_background_music_views,Complete_views,Number_of_cities_visited,Number_of_citzes_viewing_works,City_where_the_user_is_located
15286,81,0,80,81,9.407407407407407,69,12,1,37,159.0
15288,17,0,17,17,11.705882352941176,16,12,1,16,16.0
15289,58,0,56,58,10.431034482758621,50,20,1,43,138.0
15290,7,4,7,7,10.857142857142858,7,7,1,7,70.0
15291,15,0,15,15,13.133333333333333,14,7,1,9,52.0
15292,4,0,4,4,7.5,4,2,1,4,26.0
15293,14,0,14,14,13.428571428571429,13,9,1,12,35.0
15294,18,0,16,18,11.722222222222221,18,11,1,14,270.0
15295,32,0,32,32,11.75,30,26,1,27,221.0
15296,44,0,31,44,11.454545454545455,40,24,1,23,157.0
15297,50,0,50,50,10.38,48,8,1,40,47.0
15298,4,0,4,4,17.25,4,1,1,4,69.0
15299,47,1,46,47,10.042553191489361,42,5,1,35,358.0
15300,24,0,22,24,11.5,24,17,1,16,44.0
15301,4,0,4,4,9.75,4,0,1,4,9.0
15302,225,1,198,225,11.075555555555555,163,80,3,95,129.0
15303,15,0,14,15,10.133333333333333,15,10,1,12,47.0
15304,11,0,11,11,11.181818181818182,11,5,1,11,171.0
15305,2,0,2,2,26.0,2,0,1,2,236.0
15306,97,0,96,97,10.288659793814434,70,42,2,72,95.0
15307,3,0,3,3,19.0,3,3,1,3,5.0
15308,28,1,28,28,11.464285714285714,26,21,1,26,142.0
15309,6,0,6,6,8.833333333333334,6,4,1,6,12.0
15310,34,0,34,34,11.882352941176471,31,6,2,29,280.0
15311,2,0,2,2,10.0,2,0,1,2,183.0
15312,102,1,102,102,10.980392156862745,85,11,1,69,59.0
15313,24,0,24,24,10.541666666666666,23,18,2,23,116.0
15314,25,0,25,25,13.6,25,17,1,22,148.0
15315,47,0,46,47,11.914893617021276,44,18,1,41,73.0
15316,36,0,36,36,11.805555555555555,35,27,1,32,158.0
15317,89,0,89,89,12.123595505617978,73,54,1,63,121.0
15318,2,0,2,2,8.5,2,2,1,2,183.0
15319,24,1,23,24,10.791666666666666,24,14,2,22,175.0
15322,3,0,3,3,14.333333333333334,3,2,1,3,104.0
15323,110,0,108,110,9.772727272727273,93,48,3,78,295.0
15324,12,1,12,12,11.416666666666666,12,9,2,11,60.0
15325,1,0,1,1,42.0,1,0,1,1,319.0
15326,62,0,61,62,11.17741935483871,53,26,1,47,232.0
15327,38,0,38,38,10.789473684210526,35,13,1,32,70.0
15328,14,0,14,14,10.571428571428571,14,9,1,12,159.0
15329,23,0,23,23,9.91304347826087,21,6,2,18,178.0
15330,15,0,15,15,11.666666666666666,15,10,1,13,248.0
15331,25,8,25,25,10.64,22,18,1,22,305.0
15333,70,0,66,70,11.985714285714286,69,19,1,44,11.0
15334,22,0,22,22,12.590909090909092,22,16,1,20,73.0
15335,23,2,23,23,11.478260869565217,22,12,1,22,56.0
15336,284,2,235,284,10.19718309859155,207,165,2,95,1.0
15337,14,0,14,14,11.857142857142858,14,4,1,13,31.0
15338,1,1,1,1,10.0,1,1,1,1,159.0
15339,9,0,9,9,11.666666666666666,8,8,1,8,13.0
15340,2,0,2,2,6.5,2,1,1,2,56.0
15341,19,0,19,19,12.473684210526315,19,12,1,19,3.0
15342,23,0,23,23,12.347826086956522,23,7,1,19,162.0
15343,38,0,37,38,12.394736842105264,34,25,1,35,344.0
15344,88,0,88,88,10.738636363636363,65,52,2,63,91.0
15345,40,0,40,40,10.4,35,16,1,34,18.0
15346,4,0,4,4,17.25,4,3,1,4,134.0
15347,12,0,11,12,10.25,11,9,1,11,334.0
15348,4,0,4,4,7.25,4,3,1,4,73.0
15349,44,0,44,44,13.772727272727273,42,25,1,40,53.0
15350,35,0,35,35,9.885714285714286,32,14,1,29,105.0
15351,24,0,22,24,12.333333333333334,22,12,1,20,216.0
15352,6,0,6,6,12.166666666666666,6,4,1,6,328.0
15353,82,5,80,82,9.670731707317072,72,44,1,58,144.0
15354,11,0,11,11,10.181818181818182,11,9,2,9,57.0
15355,19,0,19,19,11.526315789473685,19,12,4,18,6.0
15356,57,0,57,57,12.12280701754386,53,28,1,44,217.0
15357,20,0,20,20,12.55,20,12,2,20,27.0
15358,1,0,1,1,10.0,1,0,1,1,6.0
15359,14,0,14,14,14.0,14,4,1,14,334.0
15361,87,1,80,87,12.482758620689655,80,44,3,60,69.0
15362,2,0,2,2,15.5,1,0,1,2,66.0
15363,22,0,22,22,13.318181818181818,22,12,1,18,62.0
15364,5,0,5,5,10.6,5,2,1,5,39.0
15365,63,0,59,63,12.476190476190476,51,24,1,42,31.0
15366,40,0,40,40,11.325,35,11,1,36,185.0
15367,63,0,57,63,11.222222222222221,59,35,1,42,214.0
15368,71,0,70,71,10.126760563380282,59,19,4,53,47.0
15369,3,0,3,3,12.666666666666666,3,1,1,3,44.0
15370,12,0,12,12,10.166666666666666,12,3,1,12,26.0
15371,24,0,22,24,10.125,24,15,2,19,115.0
15372,3,1,3,3,21.0,3,1,1,3,100.0
15373,53,0,52,53,10.49056603773585,48,35,1,42,143.0
15374,49,0,48,49,12.16326530612245,44,13,1,37,78.0
15375,43,0,43,43,9.627906976744185,36,26,1,36,35.0
15376,84,0,82,84,11.75,69,36,1,61,62.0
15377,7,0,7,7,13.0,7,2,1,7,73.0
15378,15,0,15,15,9.533333333333333,15,10,2,13,73.0
15379,18,0,18,18,10.222222222222221,17,6,1,16,94.0
15380,24,0,24,24,11.291666666666666,23,8,1,21,240.0
15381,16,0,16,16,10.4375,16,9,1,12,155.0
15382,16,0,16,16,9.125,15,10,1,14,217.0
15383,11,0,11,11,13.636363636363637,10,8,2,11,33.0
15384,6,0,6,6,10.5,6,3,1,6,236.0
15385,7,0,7,7,10.857142857142858,7,7,1,7,293.0
15386,3,0,3,3,9.666666666666666,3,2,1,3,54.0
15387,35,2,35,35,11.114285714285714,32,17,1,31,150.0
15388,9,0,9,9,13.88888888888889,9,3,1,9,166.0
15389,24,0,24,24,11.583333333333334,24,12,1,23,136.0
15390,13,0,13,13,9.384615384615385,13,6,2,12,10.0
15391,32,0,32,32,11.625,31,14,1,30,6.0
15392,70,0,62,70,12.5,62,33,1,43,53.0
15393,20,0,20,20,13.35,20,4,1,20,135.0
15394,14,0,14,14,18.357142857142858,14,5,1,14,180.0
15395,21,0,21,21,9.523809523809524,20,4,1,17,66.0
15396,134,0,130,134,11.455223880597014,115,22,1,68,18.0
15397,44,3,44,44,10.204545454545455,42,18,1,27,35.0
15398,12,0,12,12,9.25,12,8,1,12,140.0
15399,5,0,5,5,9.0,5,0,1,4,45.0
15400,14,0,14,14,14.5,14,6,1,13,151.0
15401,51,0,50,51,10.745098039215685,48,30,3,40,5.0
15402,51,0,47,51,10.294117647058824,46,23,1,41,63.0
15403,46,0,41,46,11.0,40,19,1,28,12.0
15405,16,0,16,16,10.3125,15,4,1,15,31.0
15406,24,0,24,24,10.0,21,10,1,18,104.0
15407,36,0,35,36,14.75,33,15,1,32,22.0
15408,222,0,212,222,11.13063063063063,187,47,1,115,110.0
15409,28,0,26,28,11.821428571428571,26,14,1,18,81.0
15410,62,0,61,62,11.46774193548387,56,15,1,44,277.0
15411,186,0,158,186,12.091397849462366,132,51,1,80,43.0
15412,17,0,17,17,10.352941176470589,15,7,1,14,15.0
15413,80,0,79,80,11.675,71,13,1,55,224.0
15414,1,0,1,1,10.0,1,0,1,1,19.0
15415,9,7,9,9,11.88888888888889,8,8,2,9,12.0
15416,97,0,97,97,12.288659793814434,83,20,1,74,156.0
15418,1,0,1,1,16.0,1,1,1,1,21.0
15419,41,0,41,41,11.24390243902439,31,11,3,36,91.0
15420,21,0,21,21,14.095238095238095,18,15,1,19,255.0
15421,28,0,28,28,9.75,25,17,2,24,222.0
15422,28,0,28,28,12.178571428571429,25,10,1,23,18.0
15423,44,0,44,44,12.477272727272727,39,22,2,41,319.0
15424,53,1,52,53,12.037735849056604,43,22,1,39,233.0
15425,38,0,38,38,10.5,37,25,1,32,19.0
15426,47,0,45,47,12.212765957446809,45,11,1,40,175.0
15427,19,0,19,19,9.894736842105264,18,9,1,19,167.0
15428,101,1,98,101,10.574257425742575,74,34,1,69,47.0
15430,28,0,28,28,10.821428571428571,28,6,1,20,54.0
15431,9,0,9,9,13.555555555555555,9,1,1,7,26.0
15432,43,0,43,43,11.674418604651162,42,14,3,36,116.0
15433,42,0,39,42,10.285714285714286,41,26,1,31,193.0
15434,8,0,8,8,8.125,8,5,1,8,57.0
15435,15,0,15,15,12.866666666666667,14,4,1,14,57.0
15436,12,0,12,12,11.25,12,9,1,12,170.0
15437,4,0,4,4,8.75,4,2,1,4,73.0
15438,3,0,3,3,11.333333333333334,3,1,1,2,19.0
15439,4,0,4,4,11.75,3,3,1,4,45.0
15440,14,0,14,14,10.571428571428571,14,4,1,14,40.0
15441,46,0,46,46,12.76086956521739,46,15,1,27,12.0
15442,10,0,10,10,9.1,8,4,1,10,97.0
15443,29,0,29,29,10.724137931034482,27,12,1,24,24.0
15444,60,0,59,60,12.016666666666667,55,37,5,46,73.0
15445,13,0,13,13,14.692307692307692,13,7,1,10,81.0
15446,10,0,9,10,15.1,9,4,1,7,21.0
15447,81,0,81,81,10.703703703703704,58,17,1,55,107.0
15448,22,0,21,22,11.727272727272727,21,5,1,21,109.0
15449,11,0,11,11,7.818181818181818,11,5,1,9,70.0
15450,12,0,12,12,9.916666666666666,10,10,1,11,24.0
15451,18,0,18,18,9.777777777777779,18,6,1,18,70.0
15452,44,3,44,44,12.25,40,22,1,39,17.0
15453,30,0,27,30,10.233333333333333,26,20,1,26,129.0
15454,7,0,7,7,11.857142857142858,7,4,2,7,176.0
15455,1,0,1,1,10.0,1,1,1,1,50.0
15456,101,1,97,101,12.198019801980198,89,38,1,66,73.0
15457,70,0,70,70,10.67142857142857,61,18,1,56,129.0
15458,39,0,38,39,10.282051282051283,35,14,4,33,268.0
15459,89,0,86,89,12.0561797752809,81,31,1,61,166.0
15460,9,0,9,9,7.777777777777778,9,2,1,8,89.0
15461,88,1,87,88,11.818181818181818,78,52,1,60,45.0
15462,5,0,5,5,9.2,5,5,1,5,14.0
15463,19,0,19,19,11.0,17,16,1,17,82.0
15464,1,0,1,1,10.0,1,1,1,1,26.0
15465,73,0,71,73,10.287671232876713,66,35,1,59,119.0
15466,18,0,18,18,9.055555555555555,18,6,1,15,54.0
15467,14,0,14,14,13.357142857142858,13,14,1,13,90.0
15468,17,0,17,17,13.823529411764707,15,6,2,17,68.0
15469,19,0,19,19,10.052631578947368,17,11,1,16,70.0
15470,15,0,15,15,11.2,15,5,1,12,144.0
15471,12,2,12,12,9.333333333333334,10,3,1,12,333.0
15472,120,0,118,120,11.883333333333333,105,59,1,76,38.0
15473,34,0,34,34,11.323529411764707,32,19,1,27,92.0
15474,91,0,90,91,10.780219780219781,75,32,3,62,114.0
15475,87,0,73,87,10.977011494252874,68,37,1,53,101.0
15476,131,0,121,131,11.16793893129771,111,44,1,77,7.0
15477,1,0,1,1,9.0,1,0,1,1,96.0
15478,3,0,3,3,14.666666666666666,3,2,1,3,146.0
15479,52,0,52,52,10.942307692307692,50,33,2,33,19.0
15480,11,0,11,11,14.181818181818182,11,2,3,11,5.0
15481,35,0,34,35,9.571428571428571,31,21,1,27,89.0
15482,8,0,8,8,9.875,8,4,1,8,98.0
15483,24,0,24,24,12.083333333333334,24,12,1,23,40.0
15484,21,0,20,21,15.047619047619047,21,6,1,17,258.0
15485,89,0,87,89,9.865168539325843,76,32,1,66,99.0
15486,12,0,12,12,7.916666666666667,12,9,1,11,299.0
15487,124,0,119,124,11.25,97,43,1,78,8.0
15488,49,0,49,49,10.448979591836734,41,25,1,40,231.0
15489,26,0,26,26,9.846153846153847,24,5,1,25,135.0
15490,10,0,10,10,12.2,10,7,1,10,137.0
15491,38,0,37,38,11.131578947368421,33,27,2,34,61.0
15492,19,0,19,19,10.263157894736842,19,11,1,16,169.0
15493,3,1,3,3,9.333333333333334,3,0,1,3,248.0
15494,18,0,18,18,14.222222222222221,18,15,1,16,154.0
15495,34,0,26,34,10.5,25,10,1,9,56.0
15496,2,0,2,2,9.5,2,1,1,2,70.0
15497,91,0,89,91,13.175824175824175,80,20,1,56,31.0
15498,104,0,104,104,11.548076923076923,89,74,1,69,97.0
15499,42,0,40,42,10.476190476190476,40,13,1,33,319.0
15500,78,0,77,78,10.576923076923077,68,15,1,59,165.0
15501,41,0,40,41,11.707317073170731,37,7,1,34,268.0
15502,17,0,15,17,10.882352941176471,17,4,1,15,14.0
15503,15,0,15,15,9.4,14,14,1,14,116.0
15504,47,0,41,47,9.48936170212766,44,32,2,26,102.0
15505,9,0,9,9,8.333333333333334,9,2,1,1,250.0
15506,12,0,12,12,11.583333333333334,12,0,1,11,95.0
15507,23,0,23,23,10.26086956521739,23,4,1,20,9.0
15508,7,0,7,7,10.714285714285714,7,3,1,6,29.0
15509,42,0,42,42,9.30952380952381,38,15,1,18,56.0
15510,6,0,6,6,9.166666666666666,6,2,1,6,311.0
15511,120,0,119,120,11.1,105,37,1,79,72.0
15512,47,0,46,47,10.063829787234043,42,26,1,36,69.0
15513,6,0,6,6,12.666666666666666,6,3,1,6,328.0
15514,2,0,2,2,20.0,2,1,1,2,129.0
15515,26,0,26,26,9.461538461538462,22,15,3,24,129.0
15516,2,0,2,2,11.5,2,1,1,2,50.0
15517,1,0,1,1,8.0,1,0,1,1,189.0
15518,1,0,1,1,21.0,1,1,1,1,233.0
15519,12,0,12,12,11.75,12,9,1,11,15.0
15520,46,0,45,46,13.130434782608695,41,9,1,37,60.0
15521,76,0,75,76,11.026315789473685,67,50,1,54,139.0
15522,29,0,29,29,11.413793103448276,29,23,1,27,19.0
15523,6,0,6,6,10.166666666666666,6,1,1,6,83.0
15524,99,0,90,99,10.252525252525253,76,21,2,63,334.0
15525,71,0,65,71,13.211267605633802,67,43,2,44,18.0
15526,36,0,31,36,11.11111111111111,35,16,2,22,57.0
15527,29,0,29,29,13.172413793103448,28,13,1,21,349.0
15528,46,0,46,46,10.521739130434783,42,19,1,40,210.0
15529,32,0,32,32,15.5625,28,21,1,29,71.0
15530,23,0,23,23,9.521739130434783,23,8,1,20,56.0
15531,10,0,10,10,12.0,10,3,1,10,12.0
15532,3,0,3,3,30.333333333333332,3,3,2,3,138.0
15534,15,0,15,15,10.6,14,3,1,14,240.0
15535,37,0,37,37,9.513513513513514,35,15,2,27,284.0
15536,67,0,66,67,12.850746268656716,60,15,2,42,271.0
15537,18,0,18,18,10.722222222222221,17,15,1,9,99.0
15538,8,0,8,8,10.375,8,3,1,5,232.0
15539,1,0,1,1,4.0,1,0,1,1,134.0
15540,63,0,62,63,10.365079365079366,51,38,1,52,237.0
15541,1,1,1,1,6.0,1,0,1,1,82.0
15542,9,1,9,9,11.0,9,5,2,9,126.0
15543,9,0,9,9,10.88888888888889,9,3,1,9,323.0
15544,39,0,35,39,11.666666666666666,34,16,1,28,134.0
15545,19,0,19,19,10.631578947368421,16,5,1,17,254.0
15546,6,0,6,6,9.666666666666666,6,4,1,6,53.0
15547,15,0,15,15,9.466666666666667,14,10,1,14,122.0
15548,2,0,2,2,9.0,2,0,1,2,31.0
15549,41,0,39,41,10.365853658536585,37,19,1,33,40.0
15550,14,0,14,14,13.571428571428571,12,11,1,13,31.0
15551,7,0,7,7,10.714285714285714,7,3,1,6,130.0
15552,30,0,30,30,9.266666666666667,27,24,3,24,271.0
15553,35,0,32,35,11.142857142857142,31,26,1,26,70.0
15554,41,1,39,41,11.268292682926829,36,19,1,30,31.0
15555,56,0,55,56,11.125,49,7,1,39,8.0
15556,3,0,3,3,9.666666666666666,3,1,1,3,164.0
15557,39,0,38,39,9.487179487179487,31,19,1,33,206.0
15558,5,0,5,5,15.4,4,0,1,5,46.0
15559,153,0,136,153,10.797385620915033,132,87,1,68,95.0
15560,5,0,5,5,9.2,5,2,1,5,165.0
15561,20,0,19,20,12.4,18,10,1,14,29.0
15562,7,0,7,7,9.142857142857142,6,2,2,6,171.0
15563,19,0,19,19,10.31578947368421,19,14,1,17,130.0
15564,35,0,34,35,10.885714285714286,32,26,1,32,51.0
15565,11,0,11,11,12.090909090909092,11,7,1,10,29.0
15566,14,0,14,14,12.285714285714286,14,1,1,13,70.0
15567,21,0,20,21,12.619047619047619,21,6,1,20,94.0
15568,22,0,22,22,11.227272727272727,19,11,1,19,138.0
15569,3,0,3,3,11.333333333333334,3,0,1,3,235.0
15570,21,0,21,21,17.857142857142858,21,16,1,19,192.0
15571,3,0,3,3,6.333333333333333,3,1,1,3,154.0
15572,32,0,29,32,12.5625,28,7,2,26,94.0
15573,5,0,5,5,9.4,5,3,1,5,56.0
15574,44,0,44,44,10.522727272727273,42,27,1,39,57.0
15576,5,0,5,5,18.0,5,3,1,5,13.0
15577,50,0,49,50,11.26,48,23,1,41,123.0
15578,15,0,15,15,14.8,15,7,2,12,279.0
15579,46,0,43,46,9.304347826086957,44,25,1,30,91.0
15580,62,0,60,62,9.806451612903226,59,20,4,45,70.0
15581,54,0,54,54,11.685185185185185,50,8,1,44,15.0
15582,88,0,86,88,10.0,81,47,1,56,13.0
15583,3,0,3,3,12.333333333333334,3,2,1,3,272.0
15584,9,0,9,9,8.444444444444445,9,3,1,9,260.0
15585,4,0,4,4,12.0,4,2,1,4,166.0
15586,1,0,1,1,10.0,1,0,1,1,241.0
15587,10,0,10,10,11.4,10,6,1,10,256.0
15588,33,0,33,33,12.454545454545455,26,15,1,27,91.0
15589,5,0,5,5,10.8,5,1,1,5,14.0
15590,56,0,54,56,11.035714285714286,47,30,1,39,83.0
15591,216,1,214,216,11.11574074074074,178,132,2,114,140.0
15592,6,0,6,6,11.5,6,1,1,6,240.0
15593,30,0,29,30,12.133333333333333,27,9,1,23,70.0
15594,77,0,76,77,9.662337662337663,65,50,2,53,90.0
15595,13,0,13,13,14.307692307692308,13,8,1,12,60.0
15596,6,0,6,6,8.666666666666666,6,2,1,6,292.0
15597,2,0,2,2,10.0,2,0,1,2,3.0
15598,51,0,50,51,10.941176470588236,48,17,1,42,57.0
15599,74,0,73,74,11.162162162162161,63,32,1,62,207.0
15600,25,0,25,25,10.44,25,10,1,25,335.0
15601,2,0,2,2,10.0,2,1,1,2,151.0
15602,16,0,15,16,12.125,16,7,1,14,137.0
15603,62,0,62,62,11.403225806451612,50,26,1,40,134.0
15604,5,0,5,5,9.4,5,2,1,5,45.0
15605,35,0,35,35,10.2,29,13,1,22,47.0
15606,2,0,2,2,8.5,2,1,1,2,179.0
15608,464,0,430,464,10.928879310344827,380,84,2,182,317.0
15609,44,0,41,44,11.113636363636363,37,16,1,38,327.0
15610,23,0,23,23,9.173913043478262,23,10,1,20,3.0
15611,51,0,51,51,11.392156862745098,46,27,1,41,143.0
15612,14,0,14,14,10.428571428571429,14,7,2,13,21.0
15613,20,0,19,20,9.55,18,11,1,15,175.0
15614,2,0,2,2,9.5,2,0,1,2,148.0
15615,3,0,3,3,16.0,2,2,1,3,28.0
15617,6,0,6,6,10.333333333333334,6,4,1,6,192.0
15618,2,0,2,2,15.5,2,1,1,2,134.0
15619,45,0,44,45,12.666666666666666,43,17,1,37,115.0
15620,4,0,4,4,15.25,3,4,1,4,68.0
15621,21,0,21,21,14.761904761904763,21,14,1,10,235.0
15622,53,0,53,53,14.547169811320755,41,14,1,40,181.0
15623,3,0,3,3,14.0,3,0,1,3,134.0
15624,30,0,29,30,13.566666666666666,29,14,2,28,46.0
15625,59,0,59,59,11.76271186440678,55,24,1,48,40.0
15626,31,0,31,31,12.64516129032258,28,11,1,27,175.0
15627,13,0,12,13,10.538461538461538,12,4,2,6,35.0
15628,3,0,3,3,13.333333333333334,3,2,1,3,360.0
15629,20,0,19,20,16.0,20,9,1,19,137.0
15630,66,0,63,66,10.666666666666666,63,36,2,56,24.0
15631,95,0,91,95,10.68421052631579,87,19,2,71,64.0
15632,78,1,77,78,9.833333333333334,63,51,1,59,175.0
15633,13,0,13,13,12.846153846153847,10,2,1,11,62.0
15634,5,0,5,5,16.8,5,5,1,5,129.0
15635,9,0,9,9,10.666666666666666,9,5,2,8,13.0
15636,21,0,21,21,9.666666666666666,21,5,1,18,49.0
15637,63,1,62,63,11.396825396825397,53,9,1,49,57.0
15638,79,1,76,79,10.329113924050633,73,26,1,52,69.0
15639,25,0,24,25,10.28,24,9,1,18,15.0
15640,12,0,12,12,11.0,12,9,1,8,170.0
15642,4,0,4,4,16.25,4,2,1,4,109.0
15643,26,0,26,26,10.23076923076923,26,9,1,21,176.0
15644,135,0,133,135,10.525925925925925,105,58,1,83,273.0
15645,48,0,46,48,11.0,47,34,2,38,166.0
15646,46,0,45,46,11.173913043478262,44,29,1,38,134.0
15647,3,0,3,3,17.666666666666668,3,1,1,3,99.0
15648,33,0,33,33,11.0,28,9,1,25,8.0
15649,1,0,1,1,10.0,1,0,1,1,159.0
15651,9,0,9,9,15.222222222222221,9,5,1,8,70.0
15652,17,0,17,17,11.235294117647058,17,12,1,15,189.0
15653,62,0,60,62,11.951612903225806,59,39,1,42,37.0
15654,44,0,43,44,11.909090909090908,41,27,1,33,167.0
15655,2,0,2,2,10.0,2,1,1,2,73.0
15656,52,3,51,52,11.461538461538462,50,43,1,41,56.0
15657,12,0,12,12,13.583333333333334,11,7,1,11,199.0
15658,11,0,11,11,7.2727272727272725,11,6,1,9,214.0
15659,42,0,41,42,12.785714285714286,42,35,1,31,83.0
15660,45,0,45,45,12.222222222222221,41,28,1,40,45.0
15661,28,0,28,28,9.892857142857142,25,15,1,24,197.0
15662,4,0,4,4,16.25,4,2,2,4,29.0
15663,40,0,40,40,9.825,34,27,1,36,63.0
15664,171,0,161,171,11.064327485380117,132,42,1,84,16.0
15665,22,0,22,22,12.090909090909092,21,5,1,15,176.0
15666,63,0,61,63,11.333333333333334,59,46,1,46,97.0
15667,35,0,35,35,12.057142857142857,25,14,1,25,275.0
15668,28,0,28,28,12.5,28,13,1,25,93.0
15669,5,0,5,5,16.0,5,4,1,5,103.0
15670,82,0,81,82,11.390243902439025,73,67,1,59,318.0
15671,13,0,13,13,10.923076923076923,11,13,1,12,70.0
15672,18,0,18,18,10.833333333333334,18,7,1,13,62.0
15673,31,1,31,31,11.161290322580646,29,15,1,28,91.0
15674,32,0,31,32,11.0,27,18,1,29,148.0
15675,4,0,4,4,20.0,4,1,1,4,248.0
15676,32,0,32,32,11.34375,31,15,1,29,27.0
15677,14,0,14,14,9.5,13,6,2,11,167.0
15678,26,0,26,26,11.384615384615385,23,9,1,23,271.0
15679,7,0,7,7,7.714285714285714,7,4,1,7,70.0
15680,7,0,7,7,9.714285714285714,7,6,1,7,144.0
15681,67,0,63,67,12.104477611940299,57,30,1,54,27.0
15682,4,0,4,4,14.5,4,1,1,4,83.0
15683,7,0,7,7,11.714285714285714,7,4,1,7,143.0
15684,15,0,15,15,9.8,14,11,1,14,16.0
15685,106,2,102,106,10.745283018867925,83,33,3,60,89.0
15686,12,0,12,12,10.083333333333334,11,5,1,11,24.0
15687,20,1,20,20,10.0,17,8,1,18,160.0
15688,1,0,1,1,7.0,1,0,1,1,100.0
15689,8,0,8,8,10.875,6,3,1,8,45.0
15690,35,0,34,35,11.885714285714286,34,9,1,27,158.0
15691,23,0,22,23,12.434782608695652,22,12,3,19,162.0
15692,331,1,285,331,10.244712990936556,272,120,1,114,109.0
15693,10,0,9,10,15.2,8,5,1,9,5.0
15694,14,0,14,14,13.214285714285714,12,9,1,13,14.0
15695,15,0,15,15,7.8,15,5,1,15,153.0
15696,7,0,7,7,8.714285714285714,7,4,1,6,27.0
15697,19,0,19,19,12.68421052631579,18,9,1,19,24.0
15698,69,1,68,69,10.855072463768115,58,18,2,40,8.0
15699,11,0,11,11,9.818181818181818,10,5,1,11,242.0
15700,3,0,3,3,11.333333333333334,3,2,1,3,276.0
15701,14,0,14,14,12.0,14,7,1,14,30.0
15702,32,0,30,32,14.25,28,17,2,26,114.0
15703,43,0,42,43,10.883720930232558,41,25,2,37,100.0
15704,15,0,15,15,10.133333333333333,15,6,1,15,84.0
15705,45,0,43,45,9.911111111111111,37,9,1,38,228.0
15706,31,0,29,31,9.548387096774194,30,12,1,26,109.0
15707,15,0,15,15,12.466666666666667,15,12,1,15,143.0
15708,87,0,87,87,11.32183908045977,81,33,1,66,82.0
15709,2,0,2,2,8.0,2,0,1,2,91.0
15710,16,0,16,16,10.5,16,11,1,15,53.0
15711,1,0,1,1,10.0,1,1,1,1,60.0
15712,15,0,15,15,12.4,14,6,1,14,81.0
15713,18,9,18,18,11.88888888888889,17,18,1,16,56.0
15714,3,0,3,3,19.333333333333332,3,1,1,3,52.0
15715,8,0,8,8,15.0,8,2,1,8,14.0
15716,9,0,9,9,9.777777777777779,9,8,1,9,115.0
15717,26,0,24,26,9.923076923076923,25,9,2,21,167.0
15718,60,0,58,60,12.116666666666667,56,20,1,46,154.0
15719,26,0,26,26,9.961538461538462,23,12,1,21,68.0
15720,18,0,17,18,12.555555555555555,15,11,1,14,222.0
15721,6,0,5,6,8.5,6,3,1,5,91.0
15722,11,0,11,11,14.909090909090908,10,8,1,10,243.0
15723,8,0,8,8,8.75,7,4,1,8,230.0
15724,4,0,4,4,19.5,4,4,1,4,35.0
15725,82,0,77,82,11.731707317073171,81,35,1,59,85.0
15726,6,0,6,6,14.666666666666666,6,4,1,6,211.0
15727,205,3,185,205,10.204878048780488,172,67,1,90,206.0
15728,22,0,22,22,12.136363636363637,22,10,1,19,189.0
15729,32,0,32,32,11.625,29,21,1,26,47.0
15730,6,0,6,6,16.5,6,1,1,6,84.0
15732,44,0,44,44,10.590909090909092,37,12,1,39,116.0
15733,16,1,16,16,12.5,16,6,1,15,70.0
15734,28,3,28,28,10.642857142857142,27,15,1,25,90.0
15735,58,0,58,58,10.879310344827585,54,16,1,49,57.0
15736,13,0,13,13,11.461538461538462,13,12,1,12,21.0
15737,12,0,12,12,11.5,11,6,1,10,21.0
15738,41,0,41,41,9.390243902439025,40,25,1,34,60.0
15739,3,0,3,3,8.666666666666666,3,3,1,3,55.0
15740,1,0,1,1,10.0,1,1,1,1,167.0
15741,33,0,32,33,9.242424242424242,33,2,1,26,203.0
15743,14,0,14,14,9.142857142857142,14,8,1,14,32.0
15744,17,0,17,17,10.588235294117647,15,6,1,13,31.0
15745,25,0,25,25,11.64,25,15,1,21,14.0
15747,8,0,8,8,10.75,8,5,1,8,47.0
15748,59,0,52,59,10.94915254237288,56,17,1,35,84.0
15749,54,0,49,54,11.314814814814815,50,30,1,43,99.0
15750,17,0,17,17,11.294117647058824,17,6,1,16,18.0
15751,15,0,15,15,10.533333333333333,13,11,1,14,206.0
15752,18,0,18,18,11.11111111111111,18,11,1,17,171.0
15753,26,0,26,26,11.307692307692308,24,15,1,24,165.0
15754,2,0,2,2,6.5,2,1,1,2,82.0
15755,6,0,6,6,12.833333333333334,6,5,1,6,6.0
15756,6,0,6,6,7.833333333333333,6,4,1,6,304.0
15757,16,0,16,16,12.625,14,9,1,15,57.0
15758,4,0,4,4,8.75,4,1,1,4,29.0
15759,29,0,28,29,9.448275862068966,27,9,1,26,305.0
15760,14,0,14,14,11.642857142857142,14,3,1,12,8.0
15761,69,0,68,69,11.507246376811594,56,38,2,56,211.0
15762,46,0,44,46,12.08695652173913,44,18,1,29,31.0
15763,60,0,58,60,11.25,56,42,1,34,21.0
15764,19,0,19,19,9.631578947368421,18,11,1,18,106.0
15765,5,0,5,5,15.0,5,5,1,5,243.0
15767,31,0,29,31,12.161290322580646,31,3,1,28,231.0
15768,30,0,30,30,12.366666666666667,28,16,1,26,6.0
15769,11,0,11,11,8.727272727272727,11,7,2,7,56.0
15770,20,0,20,20,10.95,20,13,1,18,6.0
15771,3,0,3,3,11.666666666666666,3,1,1,3,26.0
